Title,Schedule,Description,Location,Phone,Email,Website
Little Foxes (Wigan) Ltd,N/A,"At Little Foxes, our nursery fosters intellectual and emotional development in a learning environment that’s both fun and secure. All our staff are fully qualified and have excellent experience in caring for children. We have an onsite chef who caters for all individual needs. Situated…","Billinge Road, Pemberton, Wigan, Lancashire, WN3 6BL, 01942 227972",N/A,N/A,N/A
Little Foxes (Wigan) Ltd - Out of School Care,N/A,Our fantastic fun packed Holiday Club is now back at Little Foxes Nusery for children age 4-12 years. Our Holiday Club offers great opportunities for children during the school holidays. With activities changing every day we guarantee your child will want to come back for…,"Little Foxes, Billinge Road, Wigan, WN3 6BL, 01942 227972",N/A,N/A,N/A
"Little Giggles Private Day Nursery & Preschool - Ince, Wigan",N/A,"Our nursery is located in what was once Ince Town Hall on Ince Green Lane, Ince, Wigan. We have an impressive 10,000 square feet of bright, spacious and fully refurbished nursery and school-club space. The nursery is located on Ince Green Lane a few minutes’…","Formerly Ince Town Hall, Ince Green Lane, Ince, Wigan, WN3 4RJ, 01942 821 960",N/A,N/A,N/A
Little Giggles Private Day Nursery & Preschool - Leigh,N/A,Our Leigh nursery is the sixth Nursery in our chain of settings which we have developed with your child’s education and comfort at the very forefront of our vision to create the most outstanding nursery in Leigh. Little Giggles is a vibrant and happy setting.…,"Former Grasmere Surgery, Grasmere Street, Leigh, Wigan, WN7 1XB, 01942 601208",N/A,N/A,N/A
"Little Giggles Private Day Nursery & Preschool, Ince - Out of School Care",N/A,"Little Giggles is proud to announce the opening of its newest setting in Ince, Wigan. Our nursery is located in what was once Ince Town Hall on Ince Green Lane, Ince, Wigan. We offer breakfast and after-school club from Britannia Bridge Primary School in Ince-in-Markerfield.…","Formerly Ince Town Hall, Ince Green Lane, Ince, Wigan, WN3 4RJ, 01942 821960",N/A,N/A,N/A
Little Giggles Private Day Nursery and Preschool - Out of School Care - Leigh,N/A,"We have an impressive 10,000 square feet of bright, spacious and fully refurbished nursery and school-club space. The nursery is located on Grasmere Street a few minutes’ walk from Leigh town centre and serviced by the local bus routes. We offer breakfast and after-school club from Leigh…","Grasmere Street, Leigh, WN7 1XB, 01942 601208",N/A,N/A,N/A
Little Jigsaw's Children's Day Nursery,N/A,"Little Jigsaw's Children's Day Nursery is part of the Jigsaw's Childcare Company. Little Jigsaw’s is an Ofsted registered setting. The nursery opens from 7:00am until 6:00pm and is ideally situated within close proximity of Wigan town centre, close to the motorway network and on a…","736, Ormskirk Road, Pemberton, Wigan, WN5 8BB, 01942 221403",N/A,N/A,N/A
Little Owls Day Nursery,N/A,"At Little Owls, our passionate and experienced team provide engaging and exciting learning opportunities in an environment that is safe, secure and sparks curiosity. We place a strong emphasis on the desire to help all children reach their full potential enabling them to progress through life…","Bradley Lane, Standish, WIGAN, Lancashire, WN6 0XQ, 01257 423606",N/A,N/A,N/A
Little People Day Nursery,N/A,All of our staff are very well qualified and we constantly strive to better ourselves. We have been established since the year 2000. We are proud to say the majority of our families come to us through recommendation from someone else and families return to…,"Total Fitness Gym, Warrington Road, Goose Green, Wigan, Lancashire, WN3 6XD, 01942 244050",N/A,N/A,N/A
Little People Day Nursery Aspull,N/A,"As well as the excellent care, learning and development offered in our nursery, we also offer extra activities such as Football, dance, swimming, yoga and sports.  We also enjoy watching our living eggs become chicks. We have 'Tapestry journals', this is a quick way for…","Holly Road, Aspull, WIGAN, WN2 1RY, 01942 832662",N/A,N/A,N/A
Little Rainbows 2 Nursery,N/A,"Little Rainbows’ 2 Nursery, rated ‘Good’ by Ofsted, has been established since 2014. Offering a safe and secure environment for children aged 6 weeks to 5 years. Our highly qualified and motivated team strive to provide a high standard of care and early years educational…","30, East Bond Street, Leigh, Wigan, Lancashire, WN7 1BP, 01942 661233",N/A,N/A,N/A
Little Rainbows Day Nursery,N/A,"Little Rainbows’ Day Nursery is part of the St Bede's Childcare family and has achieved “Outstanding” status with Ofsted for the third consecutive time since opening in 2011. This was awarded most recently in November 2019. We have also recently been awarded Millie's Mark, an…","7, Guest Street, Leigh, Lancashire, WN7 2RP, 01942 661235",N/A,N/A,N/A
Little Sticks Forest School,N/A,"We are a fully outdoor Forest School. We cater for children aged 24 months and upwards. Little Sticks is located on the grounds of Aspull Rugby Club close to both Wigan, Bolton and surrounding areas.  We venture outside in all weathers and have a fully…","On the grounds of Aspull Rugby Club, Woods Road, Aspull, Wigan, WN2 1PJ, 07817 140080",N/A,N/A,N/A
Little Sticks Forest School - Greenslate Community Farm,N/A,We are a fully outdoor Forest School. We cater for children aged 24 months and upwards. Little Sticks is located on the grounds of Greenslate Community Farm. We fully embrace the Forest School ethos which to us means that play is at the heart of our…,"On the grounds of Greenslate Community Farm, Greenslate Rd, Billinge, Orrell, WN5 7BG, 07562 944858",N/A,N/A,N/A
Little Treasures,N/A,"I am a fully qualified childminder with BTEC national nursery nursing qualification, DBS checked, qualified first aider and I hold a basic food hygiene certificate.  I attend training on a regular basis and always learning new things. I have employed an assistant to work with me…","Abram, Wigan, WN2, 01942 205665, 07759116409",N/A,N/A,N/A
Liz Holden,N/A,"I am a Ofsted Registered Childminder and a mum to two little girls who are 3 and 7. I have a passion for early years learning, teaching children to be independent and learn through play. I have a beautiful home and garden that I would…","Leigh, WN7, 07920255083",N/A,N/A,N/A
Louise Roche Childminding,N/A,"I live with my partner of 22 years Ian, our 16-year-old daughter Holly, and Bella our 5 year old Cavapoo dog.  Please visit the website below for more information about the service I provide, current vacancies, my qualifications, and my parent references.  I have a spacious home…","Tyldesley, Astley, Manchester, M29, 07578080803",N/A,N/A,N/A
Lowton Church of England High School,N/A,"The Governors and staff of Lowton Church of England High School are committed to the provision of a high-quality education in a Christian context. We aim to provide a school where we can live out our ethos of Caring, Learning and Succeeding on a daily…","Newton Road, Lowton, WARRINGTON, WA3 1DU, 01942 767040",N/A,N/A,N/A
Lowton Junior and Infant School,N/A,Mission statement: To inspire and empower each child to succeed through curiosity and a love of learning within a nurturing community. We believe a happy child will be a successful child. We work to ensure every child enjoys school and achieves success. We do this…,"Newton Road, Lowton, Warrington, WA3 2AW, 01942 673213",N/A,N/A,N/A
Lowton St Mary's CE Primary School,N/A,"Our school motto ‘Love Learning, Stand Tall, Make a Difference’ was created with the help of staff, children, parents and governors. We looked to the Bible scripture to guide us to inspire us to ensure that our whole school community could Love Learning, Stand Tall and Make…","Newton Road, Lowton, Warrington, WA3 1EW, 01942 769710",N/A,N/A,N/A
Lowton St. Marys CE Primary - Nursery,N/A,"Our purpose built Foundation Stage building has been open since 2008. The open plan design creates light and space for the children to learn and play as a whole class, in smaller groups or individually while being constantly monitored by our dedicated staff. There are…","Newton Road, Lowton, WARRINGTON, CHESHIRE, WA3 1EW, 01942 769710",N/A,N/A,N/A
Lowton West Primary School,N/A,"At Lowton West Primary School we aim to provide a happy, secure and stimulating environment, in which all pupils will thrive and reach their full potential. Our school ethos is very important to us and we are very proud of our happy and welcoming atmosphere.…","Slag Lane, Lowton, Warrington, WA3 2ED, 01942 724865",N/A,N/A,N/A
Lyn Harrison,N/A,"My service provides a sound home from home environment where children can learn and develop through play. Linked to EYFS. I am qualified to NVQ Level 3 in Childcare, Learning and Development and have been childminding since January 1996. I have 2 grown up children…","Standish, Wigan, Greater Manchester, WN6, 01257 423365, 07761 931460",N/A,N/A,N/A
Lynn Gaulton,N/A,"My setting is a homely environment where children's individual needs are catered for. The children are at the centre of everything we do and we work in partnership with Parents to achieve happy, confident and healthy outcomes for all children.","Lowton, Warrington, WA3, 01942 272820, 07881 401 616",N/A,N/A,N/A
Lynne Bardsley,N/A,"I currently provide childcare for children of all ages, Monday to Saturday. I also offer before and after-school care to Garrett Hall Primary School.  Please contact me for more details.","Tyldesley, Manchester, M29, 07941 612698",N/A,N/A,N/A
Mabs Cross Primary School,N/A,"Mab’s Cross Primary School's aims, policies and practices are designed to create a learning community where everyone can experience success. Our school is a place where everyone develops and achieves the best they can, both academically and personally. This is represented by our School Motto:…","Standishgate, Wigan, WN1 1XL, 01942 749200",N/A,N/A,N/A
Maria Gildart,N/A,"Hi, I live in the Greyhound area of Leigh. I was awarded a grading of 'Good with Outstanding features' in my most recent Ofsted inspection, July 2022. I have been working as a childminder for 16 years, with previous experience of being a nursery nurse.…","Leigh, WN7, 07949969662",N/A,N/A,N/A
Marie Harrison-Pemberton,N/A,"I have been a registered childminder now for 16 years. I previously worked in a nursery for 9 years as a nursery nurse. I thoroughly enjoy watching the children learn and thrive through play, to give them the same opportunities as my children had. I…","Hindley Green, WIGAN, Lancashire, WN2, 01942 804679, 07724 781 838",N/A,N/A,N/A
Marsh Green Primary School,N/A,Marsh Green Primary is a nurturing school where we firmly believe that each and every child deserves to feel safe and have the very best opportunities and experiences to enable them to live fulfilling and successful lives and aspire to reach their full potential as…,"Marsh Green Primary School, Kitt Green Road, Wigan, WN5 0EF, 01942 222016",N/A,N/A,N/A
Marsh Green Primary School Nursery,N/A,"Marsh Green is a nurturing school. We offer funded and paid nursery places for children aged 2 in our Young Explorers classroom, where we offer a wide range of quality learning experiences, both indoors and out. Young Explorers have a team of 5 qualified and…","Kitt Green Road, Marsh Green, Wigan, WN5 0EF, 01942 222016",N/A,N/A,N/A
Marsh Green Primary School Wraparound Care,N/A,"At Marsh Green we have a very nurturing ethos. We provide out-of-school care in a stimulating, well-planned and secure environment. Some of the costs can be met through childcare vouchers. Our 'Early Birds' Breakfast club opens from 7:30am until the start of school. Children are…","Marsh Green Primary School, Kitt Gren Road, Wigan, WN5 0EF, 01942 222016",N/A,N/A,N/A
Marus Bridge Primary,N/A,CLICK HERE to see before and after school care that picks up and drops off at this school.   Ofsted Report,"Kelvin Grove, Marus Bridge, WIGAN, LANCASHIRE, WN3 6SP, 01942 248129",N/A,N/A,N/A
Mary Whitehead,N/A,"I provide a happy, safe environment for a small number of children to learn, grow and have fun. I am also a 30 funded hours provider. I am registered with Ofsted. I offer an informal pre-school programme using the EYFS guidance. Children are able to participate…","Hindley Green, WIGAN, Lancashire, WN2, 01942 515839, 07746 749799",N/A,N/A,N/A
Meadowbank Primary School,N/A,We offer an exciting approach to education through the delivery of our bespoke Meadowbank Curriculum which fully engages pupils from a young age and instils a love of learning in them. This curriculum has been designed to ensure rigorous learning but also to help teachers…,"Formby Avenue, Atherton, Manchester, M46 0HX, 01942 874271",N/A,N/A,N/A
Meadowbank Primary School - Out of School Club,N/A,"Meadowbank's breakfast and after-school clubs are for children attending the school, places for this provision are limited. We require booking for the whole half term and payment can be made in advance weekly or for the whole half term. For more information please contact the school…","Formby Avenue, Atherton, Manchester, M46 0HX, 01942 874271, 01942 895321",N/A,N/A,N/A
Meadowbank Primary School Nursery Education Centre,N/A,Please contact us on the details below for more information about our Early Years Provision. Click the link to view our latest Ofsted Report.,"Formby Avenue, Atherton, MANCHESTER, M46 0HX, 01942 874271, 01942 895321",N/A,N/A,N/A
Meray Breeze Certified Early Years Professional (EYP),N/A,Having been registered for over 19 years I have undertaken much training (not just the statutory courses) leading to an Open University Level 4 qualification 'Certificate in Early Years Professional (EYP) (Open)'.  My last Ofsted report was graded a good and I now care for children of…,"Leigh, WN7, 07503 173 238",N/A,N/A,N/A
Mere House Day Nursery Ltd,N/A,"We have space for 60 children aged 0-5 years. We have a specially designed building to allow all our children’s needs to be met with a lovely outside area for exploring and learning. This includes an allotment where we grow vegetables and herbs, and a…","Roman Road, Ashton-in-makerfield, Wigan, WN4 8DF, 01942 717694",N/A,N/A,N/A
Mere House Day Nursery Ltd - Out of School Care,N/A,"Mere House Day Nursery LTD has been running the out-of-school care for Nicol Mere school children since 2016. We offer breakfast and after-school club for children aged 4-11. We are a pack-away setting with child-led activites promoting health, learning and enjoyment.","Roman Road, Ashton-in-makerfield, Wigan, WN4 8DF, 01942 717694",N/A,N/A,N/A
Michael Wilde,N/A,"Wraparound School Childcare for age 5 and over children in my residential premises.  Monday to Friday.term time only. I have been Ofsted Registered for 4 years, previously I was a Football Coach in the local community for many years and have had 4 children of…","Atherton, Manchester, M46",N/A,N/A,N/A
Mighty Oaks @ New Lodge,N/A,N/A,"New Lodge, WN1 2ND, 01942 732821",N/A,N/A,N/A
Mighty Oaks Before and After School Club (based at Bedford Hall Methodist Primary School),N/A,Mighty Oaks is a before and after school club managed by the Epworth Education Trust for 3 to 11 year olds from 7:30am to 9am and from 3:15pm to 6pm. Mighty Oaks Before & After School club aims to provide high quality childcare within a warm and…,"Breaston Ave, Leigh, Lancs, WN7 3DJ, 01942 672614",N/A,N/A,N/A
Mighty Oaks Out of school club,N/A,"We provide afterschool service for children who are aged 5 and over until leaving primary school. Children who are in their reception year or under 5 can access afterschool facilities at our sister site, Little Acorns Day Nursery by contacting 01942 732821. Our new premises…","20, Upper Dicconson Street, Wigan, WN1 2AD, 01942 565002",N/A,N/A,N/A
Miki Shika,N/A,"Ekhaya Montessori is a cosy Ofsted registered childcare service provider. We are a Montessori centred setting that follows and abides by the EYFS guidelines. We provide a well-rounded approach of care, support and development to all children in our care. We provide the following services: Childminding…","Wigan, WN6, 07508 510357",N/A,N/A,N/A
Millbrook Primary School,N/A,"At Millbrook, we want to encourage your child to become a learner for life, building up their resilience, confidence, independence and creativity through teamwork with an ability to respect and embrace diversity in all its forms. Millbrook is a place of learning, a source of lifelong memories and above all somewhere children want to be. At Millbrook…","Elmfield, Shevington, WIGAN, LANCASHIRE, WN6 8DL, 01257 404552",N/A,N/A,N/A
Miriam Mude (Kidz Thrive: Ofsted Registered Childminder),N/A,"Your child is my concern and therefore kidz thrive offers a safe, supportive enabling environment for your child to develop and thrive in the setting and be prepared for their next stage. All activities are underpinned by the Early years foundation framework and take the…","Ince, Wigan, Greater Manchester, WN2, 07979 387999",N/A,N/A,N/A
Mrs Dawn Heaps,N/A,I have over 25 years experience of working with children and have been Ofsted registered for over 17 years. I provide a warm and friendly home-from-home environment that supports children's care and education. Families are fully included in their child's care and specific requirements are…,"Appley Bridge, Wigan, WN6, 01257 409692, 07814 932 723",N/A,N/A,N/A
Mrs Julie Jones,N/A,I have been childminding for 30 years. Children enjoy a family environment with plenty of stimulating play and creative activities both indoors and outdoors in my large garden. I attend the local toddler groups where the children play and form friendships. I do baking and messy…,"Astley, Manchester, M29, 07816 107869",N/A,N/A,N/A
Mrs Paula Bennett,N/A,"I have been a Childminder for 19years and at my last inspection in July 2019, I was graded as an 'Outstanding' childcare provision. Before childminding I worked as a HLTA (Higher Level Teaching Assistant) at a local primary school for 10 years. I have two…","Kitt green, WIGAN, Lancashire, WN5, 01942 216038, 07729 133 374",N/A,N/A,N/A
Mrs Tracy Gore,N/A,I have been childminding for 19 years. I am married with 2 children. I also have one dog that is very friendly. My house is a very warm and friendly atmosphere open to all ages. We go on outings to farms and parks. We also…,"Winstanley, Wigan, WN3, 07769 201 603",N/A,N/A,N/A
Natalie Mill,N/A,I have an Early Years background and have always enjoyed working with children and their families. Within our home we have a purpose built playroom where children can access a wide range of age appropriate toys and fun activities relating to the Early Years Foundation…,"Orrell, Wigan, WN5, 07917 274997",N/A,N/A,N/A
Newbridge Learning Community,N/A,Our school caters for pupils age 11-16 years. Our central aim is to enable the pupils to feel valued and respected as individuals and to see them constructively involved in the life and work of the school. Please click the link to view our latest…,"Moss Lane, Platt Bridge, WIGAN, LANCASHIRE, WN2 3TL, 01942 369770",N/A,N/A,N/A
Newfold Community Primary School,N/A,"We strive for excellence in all we do, and provide a safe, caring and nurturing environment where all Newfold’s children can flourish as resilient, independent learners.  Creativity permeates through every immersive learning opportunity at Newfold to provide a rich and diverse curriculum that motivates learners. …","St. James Road, Orrell, Wigan, WN5 7BD, 01942 207134",N/A,N/A,N/A
Newfold Community Primary School - Nursery,N/A,Newfold Nursery provides Ofsted 'Outstanding' provision for pre-mainstream school children. Children are supported in their learning and development by highly qualified and experienced teachers and Learning Support Assistants. Our purpose built Nursery setting and extensive outdoor environment provides your child with the best possible start…,"St James Road, Orrell, Wigan, Lancs, WN5 7BD, 01942 207134",N/A,N/A,N/A
Newton Westpark Nursery,N/A,"Here at Newton Westpark Nursery, we pride ourselves on building fantastic relationships with children and their parents/carers. This also has a positive impact on children’s learning when we all work together to support each other. We have a large room, which is separated into 2…","Shelley Street, Leigh, Wigan, WN7 5EX, 01942 606834 ext 2",N/A,N/A,N/A
Newton Westpark Primary - Breakfast and After School Club,N/A,"The before school club runs from 8.00am in the morning until the start of the school day. The cost of this is £1* per child and includes toast and fruit juice. In addition since 2015, we have secured funding from the Charity Magic Breakfast who…","Newton Westpark Primary School, Tennyson Avenue, Leigh, WN7 5JY, 01942 606834",N/A,N/A,N/A
Newton Westpark Primary School,N/A,"At Newton Westpark we are extremely proud of the high quality of education that is offered to every child, as well as our beautiful learning environment.  We have an inclusive and nurturing ethos and we ensure that every child's needs are met.  Our curriculum is…","Newton Westpark Primary School, Tennyson Avenue, Leigh, WN7 5JY, 01942 606 834",N/A,N/A,N/A
Next Generation Nursery & Schoolies Club Ltd,N/A,"Providing quality childcare since 1994 Next Generation nursery was created with the intent to provide individual quality care and education for each child in a safe, stimulating, homely and happy environment. In early years, we recognise the importance of the role we play in skilfully…","118, Wigan Lower Road, Standish Lower Ground, WIGAN, WN6 8JP, 01942 826 899",N/A,N/A,N/A
Nicol Mere Primary,N/A,Nicol Mere is a happy and vibrant school where children come first. We have a highly motivated and committed team of staff and governors who ensure that every child is nurtutred and supported on their very own aspirtational learning journey. We have built and teach…,"Nicol Mere Primary School, Roman Road, Ashton-in-makerfield, Wigan, WN4 8DF, 01942 720871",N/A,N/A,N/A
Nicola Stones,N/A,"I have been a Childminder since 2004, previous to this I was a qualified nursery nurse. I have an NVQ Level 2 and 3 in childcare and education. I am paediatric first aid trained and I am up to date with my childminding courses. I…","Leigh, WN7, 01942 607 591, 07795 245 647",N/A,N/A,N/A
NURSERYANDM.E LTD,Sessional term time,Please contact the Family Information Service Administrator at fsd@wigan.gov.uk with the childminders name and we will attempt to put you in touch with them.,"25, Heath Road, Ashton In Makerfield, Wigan, Lancashire, WN4 9HH, 01942 273043, 07979626241",N/A,N/A,N/A
Oakfield High School,N/A,At Oakfield High School and College we understand the importance of preparing our young people for the future and we will help them to develop the skills and qualities they will need to make a positive contribution to the community.The opportunities and challenges offered at…,"Long Lane, Hindley Green, WIGAN, WN2 4XA, 01942 776142",N/A,N/A,N/A
Orrell Holgate Academy,N/A,"Our children are well behaved, hardworking and caring; we look after them very well. We work alongside our parents to equip each child with the tools they need to be successful, safe and happy now, at secondary school and beyond. We have an exciting curriculum…","Moor Road, Orrell, WIGAN, LANCASHIRE, WN5 8SJ, 01942 776670",N/A,N/A,N/A
Orrell Holgate Primary - Breakfast and After school Club,N/A,"We run a breakfast club every morning from 7.30am in term time. As well as having cereal, toast and fruit the children can enjoy some relaxing activities such as board games, crafts and reading or  join in with physical activities in the hall and/or playground.…","Orrell Holgate Academy, Moor Road, Orrell, Wigan, WN5 8SJ, 01942 776670",N/A,N/A,N/A
Our Lady's R.C. Primary School - Breakfast Club & After-school Club,N/A,"Our Lady's R.C. Primary School provides a wide range of extra-curricular clubs which take place before school, at lunch times and after school. Our clubs include a range of activities, from sport to wellbeing; to drama and languages. The choice of club can change termly…","Holly Road, Aspull, Wigan, WN2 1RU, 01942 832299",N/A,N/A,N/A
Our Lady's RC Primary School,N/A,"Our Lady’s enjoys a reputation as a happy and caring Catholic primary school. We are proud of our academic achievements, our friendly purposeful atmosphere and the extra curricular provision made available to our pupils. We expect the highest standards from our pupils in all aspects…","Holly Road, Aspull, WIGAN, LANCASHIRE, WN2 1RU, 01942 832299",N/A,N/A,N/A
Outwood Academy Hindley,N/A,"We are based in the large, friendly town of Wigan in Greater Manchester. We are excited and confident about Outwood Academy Hindley's journey to Outstanding as part of the Outwood Family. We are a welcoming and supportive academy, with a relentless determination to provide the…","Mornington Road, Hindley, WIGAN, WN2 4LG, 01942 767704",N/A,N/A,N/A
Over The Rainbow Nursery,N/A,"Our Nursery underwent new ownership in January 2015. The nursery is operated by a family team of directors. Our setting opens daily from 7.30am till 6.00pm for 51 weeks of the year, closing on public bank holidays and during the Christmas break. Our aim is to offer a highly professional…","40, Violet Street, Ashton In Makerfield, Wigan, Greater Manchester, WN4 9EE, 01942 714222 / 01942 719380",N/A,N/A,N/A
Parklee Community Primary School,N/A,CLICK HERE to see before and after school care that picks up and drops off at this school. Ofsted Report,"Parklee Community School, Wardour Street, Atherton, Manchester, M46 0AR, 01942 874203",N/A,N/A,N/A
Parklee Community Primary School - Bright Sparks Out-of-School Club,N/A,"Various sessions available, please visit our website below for more information.  Please click the link to view our latest Ofsted Report.","Wardour Street, Atherton, Manchester, M46 0AR, 01942 874203",N/A,N/A,N/A
Parklee Community Primary School Nursery,N/A,"We are a maintained nursery attached to Parklee Community Primary School. It is run by a fully qualified teacher and highly skilled teaching assistants. We firmly believe in learning through play both indoors and outdoors. We provide a warm, caring environment with a broad and…","Wardour Street, Atherton, Manchester, M46 0AR, 01942 874203",N/A,N/A,N/A
Parsons Walk Nursery,N/A,We are a small friendly nursery with experienced staff close to Wigan Town Centre. Staff have a range of relevant qualifications from level 2 to level 6. At our last Ofsted inspection we were graded Good. We take children on age appropriate educational trips and…,"33, Parsons Walk, Wigan, LANCASHIRE, WN1 1RU, 01942 237842",N/A,N/A,N/A
Partou Best Friends Day Nursery & Pre-School,N/A,,"Unit 12, Parr Bridge Retail Park, Mosley Common Road, Tyldesley, Manchester, M29 8RZ, 0161 703 7132",N/A,N/A,N/A
Partou Footprints Day Nursery & Pre-School,N/A,"Footprint’s day nursery is a fun, safe, vibrant environment, thriving to excel in all areas of development. Based in the centre of Atherton, Footprints is located in an old Victorian school building which has served the community for generations, it is the perfect setting to…","Alderfold Street, Atherton, MANCHESTER, M46 9DS, 01942 876546",N/A,N/A,N/A
Partou Little Acorns Day Nursery & Pre-School,N/A,"Little Acorns Private Day Nursery provides exceptionally high-quality childcare for children from 6 weeks to five-years-old. The nursery is set in a lovely Victorian property, we have a homely feeling. We have been caring for children in Atherton since 1987, we are located on Bolton…","279, Bolton Road, Atherton, Manchester, Lancashire, M46 9HG, 01942 896102",N/A,N/A,N/A
Partou Storytimes Day Nursery & Pre-School,N/A,"Small friendly Day Nursery catering well for each individual child’s needs. All staff qualified to Level 3 or above. Large garden area with canopy to ease access to outdoors at all times. Small mini bus to transport children to and from library, swimming etc. Dedicated…","68, Leigh Road, Atherton, MANCHESTER, M46 0PA, 01942 889720",N/A,N/A,N/A
Partou The Village Day Nursery & Pre-School,N/A,"Located in the heart of Crooke Village and within easy reach of Gathurst and Shevington, Partou The Village Day Nursery & Pre-School provides high quality, flexible childcare for children aged 0-5 years. Within the nursery, all our children are special. Our mission is to provide the…","Crooke Road, Standish Lower Ground, Wigan, Lancashire, WN6 8LR, 01942 323 444",N/A,N/A,N/A
Pirates and Tiaras,N/A,"I have a comfortable, private, quiet setting which children can feel at home. The cul-de-sac is ideal for dropping off and collecting children safely. I have a good room size which is just for the children to play in with their favourite things and I…","Atherton, Manchester, M46, 07825 702 059",N/A,N/A,N/A
Platt Bridge Community School,N/A,"On behalf of all the staff, local governors, trustees, children and families of Community First Academy Trust and Platt Bridge Community School, I warmly welcome you to our school and Start Well Family Centre. The staff at Platt Bridge Community School are committed to ensuring that every…","Platt Bridge Community School, Rivington Avenue, Platt Bridge, Wigan, WN2 5NG, 01942 487999",N/A,N/A,N/A
Platt Bridge Community School - Breakfast and After School Care,N/A,"Platt Bridge Community School, Breakfast and After school care is for children who attend the school and are of school age.   Breakfast and after school club are booked and paid for through Parentpay. We no longer offer a drop in service at our Breakfast…","Rivington Avenue, Platt Bridge, Wigan, Greater Manchester, WN2 5NG, 01942 487999",N/A,N/A,N/A
Platt Bridge Community School - Nursery,N/A,"We are an outstanding provider of pre-school provision (Ofsted 2014) Our child-centred approach promotes the development of creativity, individuality and self-confidence through working in partnership with parents to provide the highest standard of care. Our nursery is organised across three rooms with access to a…","Rivington Avenue, Platt Bridge, WIGAN, LANCASHIRE, WN2 5NG, 01942 487999",N/A,N/A,N/A
Play Along Pre-School,N/A,"We are an open and welcoming setting with a homely feel. All our staff are experienced and passionate about their role, putting the children at the centre of everything we do.  We are very much included in the life of Millbrook school, eating lunch in the…","Millbrook Primary School, Elmfield, Shevington, Wigan, Lancashire, WN6 8DL, Millbrook School office: 01257 404552, Play Along Pre-school direct line tel: 01257 401030",N/A,N/A,N/A
The Playhouse Day Nursery,N/A,"The Playhouse Day Nursery is a small home from home nursery setting in the Pemberton area of Wigan. We are open throughout the year apart from bank holidays, 2 weeks at Christmas, 1 week at Easter and 2 weeks in August. Graduate-led management team and…","695-697, Ormskirk Road, Pemberton, Wigan, WN5 8AQ, 01942 665656",N/A,N/A,N/A
PlayPals Childcare Limited at Hindley Green Community Primary School,"Open monday to friday 7,30/8.50 then 3.15/6pm","Our staff plan activities support the children's care and development needs, ensuring activities are engaging and fun. We have a good healthy snack menu with fresh fruit on offer to children. We provide high quality care to our families.  Breakfast club starts at 7:30-8:40am then the children are…","Thomas Street, Hindley Green, Wigan, WN2 4SS, 07568993201 / 01942 255406",N/A,N/A,N/A
PlayPals Childcare Limited at St Peters C of E Primary,N/A,"Play Pals before and after school club service is based at St Peters C of E Primary. We provide high quality care for children and our staff plan activities support the children's care and development needs, ensuring activities are engaging and fun.","St. Peters C Of E Primary School, Kildare Street, Hindley, Wigan, WN2 3HY, 07432 859627",N/A,N/A,N/A
PlayPals Nursery (St John's C of E Abram),N/A,We are a Pre-school setting based within St John's C of E Primary School Abram. We operate from 8:45am till 3:15pm. We have morning and afternoon sessions available as well as full days. Our Out of School Club provision is also available to nursery children…,"St John's C of E Primary School, Simpkin Street, Abram, Wigan, Lancashire, WN2 5QE, 07432854591, 01942 704365 extension 4",N/A,N/A,N/A
PlayPals Nursery 0-3,N/A,"We opened in September 2018 as a full day care setting, providing care 51 weeks of the year. Our friendly and nurturing staff will meet all of your child's needs as they start their educational journey with us. We use 'Famly' as our main communication tool…","675, Atherton Road, Hindley Green, Wigan, WN2 4SD, 01942 294350",N/A,N/A,N/A
PlayPals Out Of School Club (St John's C of E Abram),N/A,We provide Out Of School Care in our Breakfast & After School Club that is at St John's C of E Abram Primary school. The service is for children attending both our nursery and the school. Breakfast Club is open from 7:30am-8:45am with last orders for breakfast…,"St. Johns Church Of England Primary School, Simpkin Street, Abram, Wigan, WN2 5QE, 07555 994345",N/A,N/A,N/A
Pre-school at Shevington Vale Primary School,N/A,Section 27 Pre-school based at Shevington Vale Primary School.  Pre-School at Shevington Vale accepts children the term after their 2nd birthday - we have funded spaces available.,"Shevington Vale Primary School, Runshaw Avenue, Appley Bridge, WIGAN, Greater Manchester, WN6 9JP, School office - 01257253559",N/A,N/A,N/A
Precious Gems Childminding,N/A,"Precious Gems Childminding was established in 2002 and offers a warm, friendly, caring and happy environment for children aged between 0 -11 years. As your childminder I will provide breakfast, snacks, lunch, evening snacks and drinks. I will provide a variety of activities such as: Outings…","Tyldesley, Manchester, M29, 07743 230745, 01942 896416",N/A,N/A,N/A
Premier Education Holiday Club Aspull Church Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them. Many thanks.","Bolton Road, Aspull, Wigan, WN2 1QT",N/A,N/A,N/A
Premier Education Holiday Club Hindley All Saints Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Chapel Fields Lane, Hindley, Wigan, WN2 3QS",N/A,N/A,N/A
Premier Education Holiday Club Leigh St Mary's School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Walmesley Road, Leigh, WN7 1YE",N/A,N/A,N/A
